Epoch,Train Loss,Test Loss
0,4188.50146484375,1378.710205078125
1,4184.89501953125,1376.89990234375
2,4184.61865234375,1376.96728515625
3,4182.18310546875,1374.162841796875
4,4189.8056640625,1377.353271484375
5,4183.71435546875,1376.8375244140625
6,4184.830078125,1377.251220703125
7,4191.205078125,1373.9107666015625
8,4188.431640625,1379.577392578125
9,4182.2158203125,1377.44287109375
